mpID,wyckoff,number_of_atoms,equivalent_wyckoff_labels_number,synthesisability
icsd_126843,AB2C4_oP28_62_c_2c_4c:Ba-Gd-O,28,7,1
icsd-144499,A2BC16D4_mP46_14_e_a_8e_2e:B-Cu-O-S,46,12,1
icsd_124891,AB4_cF40_227_a_e:Al-Lu,40,2,1
icsd-176507,A4BC3D12_hR60_166_2c_a_bc_2h:Ba-Ce-Mn-O,60,7,1
icsd_56277,A4BC4D_tI40_88_f_a_f_b:H-N-O-Re,40,4,1
icsd-61885,A3BC11D3_oP72_57_de_c_3d4e_de:Cd-K-O-P,72,12,1
icsd-145267,ABC3D2_tP14_129_c_c_cf_2c:Cl-Ni-O-Sr,14,6,1
icsd-200784,A8B12CD2E_mP96_14_8e_12e_e_2e_e:H-O-Rb-S-Y,96,24,1
icsd-176854,A2BC4_tI28_141_c_b_h:Cu-Ge-O,28,3,1
icsd-177746,A12B2C52D12E8F3_aP89_2_6i_bd_26i_6i_4i_ci:Cl-Co-H-N-O-Pd,89,46,1
icsd_128918,ABC2_oP16_62_c_c_2c:Cu-Sb-Se,16,4,1
icsd-174243,AB3C_mP20_14_ad_3e_e:Ni-O-Pr,20,6,1
icsd-176784,AB8C4D12E2F4_aP31_2_a_4i_2i_6i_i_2i:Ca-H-N-O-Rb-S,31,16,1
icsd_127497,AB36C8D4E3_mP104_14_a_18e_4e_2e_be:Cu-O-Pb-S-Zn,104,27,1
icsd_139173,A2B_oP6_58_g_a:O-Si,6,2,1
icsd-37836,A2B7C10_oP76_62_2c_a4cd_6c2d:B-Fe-O,76,16,1
icsd_137182,A3B_mP32_14_6e_2e:O-W,32,8,1
icsd-175517,A6B2C_cF36_225_e_c_a:Cl-K-Pt,36,3,1
icsd-137764,AB2C8D4_aP30_2_i_2i_8i_4i:Hg-Rb-S-Sb,30,15,1
icsd_128277,A2B4C_oP28_62_ac_2cd_c:Mn-O-Si,28,6,1
icsd_127182,A5B3C2_tP40_128_egh_dh_h:Ge-Ru-Sm,40,6,1
icsd_127028,A2B7C2_aP44_2_4i_14i_4i:Ca-O-Te,44,22,1
icsd-146627,A3B2_hP5_164_ad_d:Mg-Sb,5,3,1
icsd-175844,AB7C3D6_mC34_12_b_aej_ch_ij:Ba-Cu-K-S,34,8,1
icsd-64412,A_hP4_194_bc:C,4,2,1
icsd-148814,A11B11C_mP92_4_22a_22a_2a:B-Cl-Se,92,46,1
icsd-137949,A3B2C14D3_mP44_11_abc_2e_8e3f_3e:Al-Mg-O-Si,44,19,1
icsd_128559,A_hP2_194_c:Re,2,1,1
icsd-146559,A31B6C_mC152_15_e15f_3f_e:O-Re-Th,152,20,1
icsd-145725,AB_tP4_129_a_c:Fe-Se,4,2,1
icsd-175239,A4B3C9_hR96_148_cf_f_3f:Bi-Pt-Se,96,6,1
icsd-145375,A2B3_tP20_114_e_de:Bi-O,20,3,1
icsd-46308,AB2C2DE2_oC64_64_f_g_2f_e_g:As-H-K-O-Se,64,6,1
icsd-174994,AB13C3_oP68_62_c_7c3d_3c:Ce-O-Re,68,14,1
icsd-45877,A11BC9D4E26_oC204_36_a5b_a_a4b_2ab_4a11b:Cd-Cl-In-Rb-S,204,30,1
icsd-70390,AB2_hP24_194_ef_fgh:Mg-Ni,24,5,1
icsd-139111,ABC2_mP16_14_e_e_2e:B-Li-O,16,4,1
icsd-49854,ABCD3_oP48_62_2c_d_ac_4cd:Al-Ba-Na-S,48,10,1
icsd-177592,A4BC_mP72_14_12e_3e_3e:O-Pb-W,72,18,1
icsd-70810,A3B6C2D_mC96_15_3f_6f_2f_f:Na-O-P-V,96,12,1
icsd-48896,ABC2_tI32_88_c_d_f:Cr-Ho-O,32,3,1
icsd_124346,A6B2C_tI18_87_eh_d_a:Cl-K-Os,18,4,1
icsd_127993,A_cF4_225_a:Co,4,1,1
icsd-149090,AB4C2D7_mC56_9_a_4a_2a_7a:Cd-Cu-Ge-S,56,14,1
icsd-146365,AB2C4D_tI16_121_a_d_i_b:Co-Cu-S-Sn,16,4,1
icsd_127090,A_hR48_148_2c2f:C,48,4,1
icsd_123895,A4BC3D12_hR60_166_2c_a_bc_2h:Ba-Ce-Mn-O,60,7,1
icsd-149585,AB3C9D2_oP60_62_c_cd_5c2d_2c:Ca-Fe-O-Si,60,12,1
icsd_128220,A2B3C6D_mC24_12_g_ch_ij_b:Cu-Na-O-Sb,24,6,1
icsd-146220,AB4C_tI24_141_a_h_b:Am-O-V,24,3,1
icsd-126821,AB6C2_hP9_189_a_fg_d:Ce-F-Na,9,4,1
icsd_116722,A8BC2D6E26F_hP44_147_dg_a_d_g_d4g_b:B-Mg-Nb-Nd-O-S,44,11,1
icsd-128995,A4B20C2D17_mC172_15_2f_10f_ae_e8f:B-H-Na-O,172,23,1
icsd_124653,A7B3C6D15E3_hP68_176_c2h_h_2h_5h_h:B-Cl-H-O-Rb,68,12,1
icsd-175540,A2BCD2E46F9_aP122_2_2i_i_i_2i_46i_9i:Fe-Ho-K-Na-O-W,122,61,1
icsd_116372,A3B9C2D_mP60_11_4ef_10e4f_4e_ad:K-O-P-Sb,60,25,1
icsd-161153,A6B2CD_cF40_225_e_c_a_b:Cl-Cs-In-Na,40,4,1
icsd-177087,A3B4_cI28_220_a_c:C-Dy,28,2,1
icsd-147431,A9B3C2_hP28_194_hk_bf_f:Cl-K-Ru,28,5,1
icsd-68036,A2B4C11_mP68_4_4a_8a_22a:Cs-I-O,68,34,1
icsd-146934,A6BC3_mP20_14_3e_a_de:Cl-In-Na,20,6,1
icsd-176878,A2BC6D_oP40_29_2a_a_6a_a:H-I-O-V,40,10,1
icsd-175757,A16BCD22E5_aP90_2_16i_i_i_22i_5i:H-K-Ni-O-V,90,45,1
icsd-129490,A5BC_tP7_123_ci_b_a:In-Ir-Tb,7,4,1
icsd_136880,A12BC6_hR57_148_2f_a_f:O-Re-Yb,57,4,1
icsd_116866,A2B4CDE2_oP40_29_2a_4a_a_a_2a:F-H-I-N-O,40,10,1
icsd-64202,AB_cF8_225_a_b:Mn-N,8,2,1
icsd-139185,A4B3_tP28_128_i_eh:O-Sn,28,3,1
icsd_128172,A3B2_tP10_113_ae_e:Cu-Se,10,3,1
icsd_124852,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd-48382,A_cI2_229_a:Fe,2,1,1
icsd-137932,A5BC10DE14_mP124_14_5e_e_10e_e_14e:B-Ca-H-Na-O,124,31,1
icsd_125310,A2B12C4D4E_tP46_114_d_3e_e_e_a:Ag-H-N-O-S,46,7,1
icsd-176194,ABC3D_oC24_63_c_c_cf_a:Ba-Cu-Se-Y,24,5,1
icsd-77992,A2B_oP168_47_9Ailmn2q2ru2vw2x_4A2u2wyz:O-Si,168,33,1
icsd_123694,A3B_mC16_12_ij_g:Cl-Cr,16,3,1
icsd-170410,AB3C2D4E_mP22_13_a_eg_ef_2g_f:Al-F-Na-O-S,22,8,1
icsd_119785,A7BC3_mP33_6_21a_3a_9a:C-Cu-N,33,33,1
icsd-149004,ABC3_hP10_194_c_a_h:Ba-Ni-O,10,3,1
icsd-139306,AB10C3D3_mP68_14_e_10e_3e_3e:F-O-Si-Tm,68,17,1
icsd_84742,ABC3D_tP12_123_g_g_3g_g:La-Na-O-Ti,12,6,1
icsd_117518,A5B2C10D3_mP40_4_5a_2a_10a_3a:H-In-O-P,40,20,1
icsd-149454,A2B_mC24_12_4i_2i:O-V,24,6,1
icsd_127454,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd_124628,AB3C_hR30_161_a_b_a:In-O-V,30,3,1
icsd-137748,A2B4C8D2E_oI68_74_h_aeg_2ij_i_e:Cl-Na-O-S-Zn,68,9,1
icsd-82614,ABCD2E_mP72_14_3e_3e_3e_6e_3e:Ag-H-N-O-P,72,18,1
icsd_124278,ABC3_mC40_15_f_ce_3f:Bi-Cr-O,40,6,1
icsd-145498,AB6C_mC32_15_e_3f_e:Ca-O-S,32,5,1
icsd_62587,A2B2C_tI10_139_e_d_a:Ce-O-Te,10,3,1
icsd-128901,ABC6D2_cF40_225_a_b_e_c:La-Nb-O-Sr,40,4,1
icsd_119910,A8B7C32D4E_oP104_55_4g_a3g_16g_2g_c:C-Cl-H-N-Tb,104,27,1
icsd_127141,A_oP32_60_4d:C,32,4,1
icsd-174795,AB4C_oP24_62_c_2cd_c:B-F-K,24,5,1
icsd_127395,A2BC6D_hR30_148_c_a_f_b:B-Co-O-Sn,30,4,1
icsd_129221,A_cI2_229_a:Mo,2,1,1
icsd-174812,A2B_hP9_189_fg_ad:Fe-P,9,4,1
icsd-175700,ABC4D_oF224_43_2b_2b_8b_2ab:Ge-Mg-S-Sr,224,15,1
icsd_126584,A9B3CD18_hP62_176_hi_af_b_2h2i:B-Ba-Er-O,62,9,1
icsd_122894,A2B19C4D6_mP62_14_e_a9e_2e_3e:Mo-O-P-Rb,62,16,1
icsd_137395,ABC3_oP20_62_c_c_cd:Ba-C-O,20,4,1
icsd-147671,A4B2CDE4_tI192_142_2g_g_f_f_2g:C-Cl-Fe-Ge-O,192,7,1
icsd-43126,A5B30C8D5_mP192_14_5e_30e_8e_5e:Bi-O-P-Rb,192,48,1
icsd-138393,AB2C_aP8_1_2a_4a_2a:Na-S-Sb,8,8,1
icsd-174957,ABC4D6E2_mP28_11_e_e_2f_3f_f:Br-Cs-H-O-Se,28,8,1
icsd-148992,A2BCD12E4_mC80_15_f_c_e_6f_2f:Ba-Cl-Li-O-V,80,11,1
icsd-70353,AB2C6D_tP10_123_c_g_abi_d:Ba-Mn-O-Pr,10,6,1
icsd-47020,A2B12C3_mC68_15_f_6f_ef:La-O-W,68,9,1
icsd-146125,ABC3_oP20_62_c_a_cd:Dy-Mn-O,20,4,1
icsd_119551,ABC2D_oC20_63_a_c_f_c:Ag-Bi-Cl-S,20,4,1
icsd-66907,AB3C_cP5_221_b_c_a:Cr-O-Pb,5,3,1
icsd-148212,A15B2CD6E3_hP54_163_h2i_f_c_i_h:Cl-Cs-Gd-Nb-O,54,7,1
icsd-145070,AB5C4DE18F4G11_oP176_19_a_5a_4a_a_18a_4a_11a:Al-B-C-Cd-H-N-O,176,44,1
icsd-70979,A8B20CD_mP120_14_8e_20e_e_e:B-O-Pr-Re,120,30,1
icsd-175995,A5BC2D_oP36_19_5a_a_2a_a:N-P-Si-Sr,36,9,1
icsd-167551,AB2_hP12_194_f_ah:Hf-Mn,12,3,1
icsd-54525,AB_oP8_62_c_c:P-Ru,8,2,1
icsd-64193,AB_cF8_225_a_b:Mn-N,8,2,1
icsd-149546,AB2_oP12_62_c_d:Cs-O,12,2,1
icsd_128349,AB4_tI10_87_a_h:Mo-Ni,10,2,1
icsd-176655,A6B4C_oC44_64_fg_ef_a:Cl-Cs-Pb,44,5,1
icsd_127116,A_oP28_53_h3i:C,28,4,1
icsd-175429,A3B12C4D_aP40_2_3i_12i_4i_bc:Cs-O-Si-U,40,21,1
icsd-144948,A5B2C4D6E_mC72_9_5a_2a_4a_6a_a:Ba-Ga-O-S-Si,72,18,1
icsd-53833,A4B_hP10_194_2f_c:B-Re,10,3,1
icsd-147237,A10B2C2D_aP30_2_10i_2i_2i_i:F-Mo-O-Pb,30,15,1
icsd_124956,A2B2C_tI10_139_e_d_a:Bi-Cd-Cs,10,3,1
icsd-149679,AB2C3_mC24_12_i_aci_ij:C-Na-O,24,6,1
icsd-139081,AB15C7_oF368_43_b_15b_7b:Na-O-Si,368,23,1
icsd-149229,ABCD4_mP28_7_2a_2a_2a_8a:Ce-Cl-Mo-O,28,14,1
icsd_124813,AB5_oP24_62_c_3cd:Br-F,24,5,1
icsd_128563,AB2_tP6_136_a_f:Mn-O,6,2,1
icsd-146099,A4B6C12D_mC92_15_2f_2e2f_6f_e:C-K-O-Zn,92,13,1
icsd-59028,AB_hP4_194_a_c:Fe-Se,4,2,1
icsd-174941,AB2C_mP8_11_e_2e_e:Cl-O-Y,8,4,1
icsd-147722,A5BC2_tI32_140_cl_a_h:Cl-Rb-Sn,32,4,1
icsd-146830,A6B2C7D3_oC72_36_2a2b_2a_3a2b_3a:Ba-Fe-S-Te,72,14,1
icsd-119572,A12B24C5_cI82_204_g_2g_ac:B-Pt-Sc,82,5,1
icsd_127045,ABC6D_mP36_14_e_e_6e_e:B-Mo-O-Pr,36,9,1
icsd-64185,AB_cF8_225_a_b:Mn-N,8,2,1
icsd-70596,AB3C_oC10_38_a_ae_b:Ba-O-Ti,10,4,1
icsd-147958,A6B6C_hP13_191_cde_i_a:Sn-V-Y,13,5,1
icsd-45772,A3BC_tP5_99_ac_b_a:O-Pb-Ti,5,4,1
icsd_127415,AB8C8D_mP72_14_e_8e_8e_e:Fe-H-O-S,72,18,1
icsd_125428,AB2C2_tI40_141_c_h_h:Ce-O-Si,40,3,1
icsd_119547,A4BC3_oF64_69_gho_g_gl:Bi-Pr-Ti,64,6,1
icsd-70980,A8BC20D_mP120_14_8e_e_20e_e:B-Eu-O-Re,120,30,1
icsd-145573,ABC10D4_mC64_12_g_e_2i4j_hij:Ag-Al-O-Te,64,11,1
icsd-145089,A2B_hP3_191_c_b:B-Mg,3,2,1
icsd_127100,A_oP32_57_4e:C,32,4,1
icsd-145820,A2B4C7_mP52_14_2e_4e_7e:Ag-B-O,52,13,1
icsd-144732,A9BC15D_oP104_19_9a_a_15a_a:B-Li-O-Sr,104,26,1
icsd-176643,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd-149100,A23B4C8D2_aP37_2_a11i_2i_4i_i:O-Rb-Si-Ta,37,19,1
icsd-149784,A17B2_hR57_166_cdfh_c:Fe-Pr,57,5,1
icsd-119933,A2BC2D6_hR33_166_c_a_c_h:C-Ca-K-O,33,4,1
icsd-148896,AB2C10D2E3_hR54_166_a_c_2ch_c_d:Ba-H-O-V-Zn,54,7,1
icsd-49839,ABC3_oP20_62_c_a_cd:La-Mn-O,20,4,1
icsd-70607,AB3C_tP5_99_b_ac_a:Ba-O-Ti,5,4,1
icsd-148195,A2B2C_oC10_38_ab_ab_a:O-Pr-S,10,5,1
icsd_124517,ABC3_mP20_14_e_e_3e:Eu-P-S,20,5,1
icsd-177269,A16B5C_mP44_13_8g_a2g_f:Cl-Ga-Ho,44,12,1
icsd_116036,AB3C6DE_mP48_14_e_3e_6e_e_e:C-F-O-S-Tc,48,12,1
icsd_128867,A3B6C12D6E6F6G_oC160_63_ae_fh_2g2h_fh_f2g_fh_c:Au-C-H-N-O-S-Tb,160,16,1
icsd_136879,A7BC3_mC44_12_g2i2j_h_3i:O-Re-Tb,44,9,1
icsd-174916,AB2C2_tI10_139_a_d_e:Er-Fe-Si,10,3,1
icsd-176182,ABC3_oP20_62_c_c_3c:Cr-Sb-Se,20,5,1
icsd-137924,A2B2C12D3_oP76_19_2a_2a_12a_3a:Ca-K-O-S,76,19,1
icsd-48394,AB2_oF672_69_4m2n4p_ch2i2jk3mno9p:H-O,672,31,1
icsd_128534,AB_cF8_225_a_b:Co-O,8,2,1
icsd-173380,A4B2CD5E_oI26_44_e_c_a_ae_b:C-K-Mn-N-O,26,6,1
icsd-70312,A2B2CDE3_oP36_62_2c_2c_c_c_3c:Ba-F-In-K-Se,36,9,1
icsd-128782,AB6C_mP16_14_a_3e_d:Mg-O-Si,16,5,1
icsd_124844,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd-149291,A2B2C6D_oC44_64_e_d_fg_a:Na-Ni-O-Te,44,5,1
icsd-148879,ABC3_mC60_12_3i_ad2i_3i3j:Ba-Ir-O,60,13,1
icsd-74582,A2B16C2D5_oP200_61_2c_16c_2c_5c:Ca-O-Ti-Zr,200,25,1
icsd_124794,ABC7D2_mP44_14_e_e_7e_2e:Cr-K-O-P,44,11,1
icsd-74428,ABC3_oP20_62_a_c_cd:Fe-La-O,20,4,1
icsd-145031,A30B3C6D_hP80_165_5g_bd_g_a:F-Na-Np-V,80,9,1
icsd-129310,A4BC5D16E4_tI60_87_h_a_bh_2hi_h:Ca-F-Na-O-P,60,8,1
icsd_127442,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-201269,AB8C2D_hP12_150_a_dg_d_b:K-O-S-Sc,12,5,1
icsd_123952,A3BC3_hP42_165_ad3g_bd_c2d2f:Al-B-C,42,12,1
icsd_64150,AB4C4_cF72_227_a_e_e:Al-Mg-O,72,3,1
icsd-77711,A2B2C_hP5_164_d_d_a:Ag-Se-Sr,5,3,1
icsd-176614,AB4C2D8_oI60_72_a_fj_j_2jk:Ba-K-P-S,60,7,1
icsd_119906,A18B5CD3_tI108_108_3c3d_bd_a_ac:F-K-O-Ta,108,11,1
icsd-139255,A2B12C3D_mP72_14_2e_12e_3e_e:Li-O-Se-Zr,72,18,1
icsd_124281,A2B_oI12_71_eg_f:Te-U,12,3,1
icsd-49213,AB3CD_mP24_14_e_3e_e_e:Li-S-Sb-Sr,24,6,1
icsd-138444,ABC3_mP20_7_2a_2a_6a:Cu-Nb-O,20,10,1
icsd-145030,A6B30C3D_hP80_165_g_5g_bd_a:Al-F-Na-Np,80,9,1
icsd-49357,AB2C16D4_aP46_2_i_2i_16i_4i:B-H-O-S,46,23,1
icsd_127443,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-47719,AB4C2D6E2_oP60_33_a_4a_2a_6a_2a:Ba-H-N-O-S,60,15,1
icsd-45724,AB4C_oP24_62_c_2cd_c:Eu-O-S,24,5,1
icsd-173047,AB6CD5_mC52_9_a_6a_a_5a:I-Li-P-S,52,13,1
icsd-176615,AB4C2D8_oI60_72_a_fj_j_2jk:Ca-K-P-S,60,7,1
icsd-139254,A2B12C3D_mP72_14_2e_12e_3e_e:Li-O-S-Zr,72,18,1
icsd_119907,A18BC5D3_tI108_108_3c3d_a_bd_ac:F-O-Rb-Ta,108,11,1
icsd-175469,A3B7CD2_mP52_14_3e_7e_e_2e:Hg-O-S-Se,52,13,1
icsd-49642,A6B8C3_oP68_34_6c_8c_3c:Ag-O-W,68,17,1
icsd-70606,AB3C_oC10_38_a_ae_b:Ba-O-Ti,10,4,1
icsd-176496,AB2CD19E7F_mP124_14_e_2e_e_19e_7e_e:C-Cl-Cu-H-N-O,124,31,1
icsd-148194,A2B2C_oC10_38_ab_ab_a:La-O-S,10,5,1
icsd-129487,A2B4C4D_mP22_11_ae_bef_2ef_e:Ca-Li-P-Si,22,9,1
icsd-175740,AB5C2_oP32_62_c_5c_2c:Li-O-V,32,8,1
icsd-126637,A4B4C4D_hP26_186_bc_bc_ac_b:Ge-N-O-Sn,26,7,1
icsd-170407,A2BC2D6_mP22_14_e_a_e_3e:K-Mg-P-S,22,6,1
icsd_128866,AB12C4D6E_aP96_2_2i_24i_8i_12i_2i:F-H-N-O-P,96,48,1
icsd-175605,A16BCD10E_oP58_31_4a6b_a_a_4a3b_a:H-Mg-N-O-P,58,20,1
icsd-174917,AB2C2_tI10_139_a_d_e:Er-Fe-Si,10,3,1
icsd_136878,A3B7C_mC44_12_3i_g2i2j_h:Gd-O-Re,44,9,1
icsd_126481,A4BC_tI24_88_f_a_b:O-Sr-W,24,3,1
icsd_116037,A6B18C9D2E19F6G_oP488_61_6c_18c_9c_2c_19c_6c_c:C-F-H-N-O-S-Tc,488,61,1
icsd-176183,A3B4C15D4_oP104_33_3a_4a_15a_4a:Fe-Na-O-P,104,26,1
icsd-70313,A17B18C8D2E21_tP132_129_c2ik_abgh2i_2j_d_ci2jk:Ba-F-In-Na-Se,132,18,1
icsd-173381,A4B2CD5E_oI26_44_e_c_a_ae_b:C-K-Mn-N-O,26,6,1
icsd-176479,A48B2C12D3E60_hR375_148_8f_c_2f_ac_10f:H-La-N-Ni-O,375,23,1
icsd_124845,AB4C2D_hP216_144_9a_36a_18a_9a:C-H-N-Se,216,72,1
icsd_128165,A_cF4_225_a:Cu,4,1,1
icsd-70597,AB3C_tP5_99_b_ac_a:Ba-O-Ti,5,4,1
icsd_119815,A2B13C6_mC42_12_i_a6i_3i:Na-O-Ti,42,11,1
icsd-64184,AB_cF8_225_a_b:Mn-N,8,2,1
icsd_127044,AB3_cF32_225_c_e:Ce-Ge,32,2,1
icsd_125429,AB2C2_tI40_141_c_h_h:Ce-O-Si,40,3,1
icsd_119546,A4BC3_oF64_69_gho_g_gl:Bi-Nd-Ti,64,6,1
icsd-172744,A4B2CD5E_oI26_44_e_c_a_ae_b:C-K-Mn-N-O,26,6,1
icsd_62197,A2BCD5_mP18_4_2a_a_a_5a:H-Ho-N-O,18,9,1
icsd-44477,AB_hP4_186_b_b:O-Zn,4,2,1
icsd-70981,A6BC16D_mP96_14_6e_e_16e_e:B-La-O-Re,96,24,1
icsd-145572,ABC10D4_mC64_12_e_g_2i4j_hij:Al-Na-O-Te,64,11,1
icsd-138042,A2B5C_mP32_14_2e_5e_e:C-O-Pb,32,8,1
icsd-145088,A2B_hP3_191_c_b:B-Mg,3,2,1
icsd-139203,A5B7C5D3_aP40_2_5i_7i_5i_3i:C-H-N-O,40,20,1
icsd_127101,A_oP32_56_4e:C,32,4,1
icsd-176642,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd-46333,A_oF16_70_e:Dy,16,1,1
icsd-46299,A12B4C5_aP42_2_12i_4i_5i:Ca-N-Si,42,21,1
icsd-147236,AB15C3D4_aP46_2_i_15i_3i_4i:Cl-F-Mo-O,46,23,1
icsd-149678,A3B4_cF56_227_ad_e:Co-O,56,3,1
icsd_116826,A2B2C2D5EF_mP52_14_2e_2e_2e_5e_e_e:C-F-H-O-Rb-Sb,52,13,1
icsd-83679,ABCD2E_hR108_148_f_f_f_2f_f:H-K-N-O-P,108,6,1
icsd-149228,ABC4D_mP28_7_2a_2a_8a_2a:Br-Ce-O-W,28,14,1
icsd_124812,AB6C_hR24_148_a_f_b:Br-F-Rb,24,3,1
icsd_128562,AB_cF8_225_a_b:Mn-O,8,2,1
icsd-146562,A20B4C_mP50_4_20a_4a_a:O-Tc-Th,50,25,1
icsd-174940,AB2C_mP8_11_e_2e_e:Cl-O-Y,8,4,1
icsd_124111,A3B2C_tP6_123_ag_g_b:Bi-Ca-Mn,6,4,1
icsd-146831,ABC3_mC20_12_g_i_ij:Cr-P-Se,20,4,1
icsd_62601,A6B2C_oP36_19_6a_2a_a:O-Pr-Te,36,9,1
icsd_119550,A4BC3_oF64_69_gho_g_gl:Bi-La-Ti,64,6,1
icsd-145071,AB6C4D19E4F13G_mP96_4_a_6a_4a_19a_4a_13a_a:Al-B-C-H-N-O-Zn,96,48,1
icsd-70978,A8BC20D_mP120_14_8e_e_20e_e:B-Ce-O-Re,120,30,1
icsd-148643,AB2CD3_oC28_63_c_g_a_ce:Br-Ca-Mn-O,28,5,1
icsd-174686,A2BC2_aP10_2_2i_i_2i:I-Nb-Se,10,5,1
icsd-175994,A15B4C8_mP108_14_15e_ad3e_8e:As-Ba-Cu,108,28,1
icsd-176341,AB4C_mP12_13_e_2g_f:Fe-O-W,12,4,1
icsd-149402,A22BC4_aP27_2_11i_a_2i:F-Mn-Sb,27,14,1
icsd-64192,AB_cF8_225_a_b:Mn-N,8,2,1
icsd-176654,A6B4C_hR66_167_f_ae_b:Cl-Cs-Pb,66,4,1
icsd-54461,A5BC5_aP22_2_5i_i_5i:C-Fe-O,22,11,1
icsd_127117,A_mC24_12_2i2j:C,24,4,1
icsd-145564,A3B10_hR78_166_h_cf2h:Pb-Se,78,5,1
icsd-49253,A12B18CD2E32_cP260_205_2d_3d_a_c_c5d:B-H-K-Mg-O,260,13,1
icsd-138404,AB2_oF72_43_ab_3b:Ge-S,72,5,1
icsd-147109,AB13C33_mC94_12_c_b6i_a16i:Na-Nb-O,94,25,1
icsd-137821,AB4CDE8F2_mP68_14_e_4e_e_e_8e_2e:Cl-H-K-Mn-O-V,68,17,1
icsd_127394,A2BC6D_hR30_148_c_a_f_b:B-Fe-O-Sn,30,4,1
icsd-73968,ABC_tP6_129_c_a_c:H-Li-O,6,3,1
icsd-70647,A2B3_hR15_166_c_ac:Sb-Te,15,3,1
icsd-146061,A6B2CD_cF40_225_e_c_a_b:F-K-Li-Sc,40,4,1
icsd-82584,ABCD2E_mP72_14_3e_3e_3e_6e_3e:Ag-H-N-O-P,72,18,1
icsd_129220,A2B4C_oP28_62_ac_2cd_c:Fe-O-Si,28,6,1
icsd_126585,ABC_hP9_189_ad_2g_2f:As-Pd-Yb,9,6,1
icsd-174813,A2BC6D_cF40_225_c_a_e_b:Cs-Eu-F-Na,40,4,1
icsd-145708,AB2_oP12_61_a_c:Pd-Se,12,2,1
icsd-129429,A49B12C2D8_hR213_148_a8f_2f_c_4c:O-P-Si-Ti,213,16,1
icsd-174956,AB4CD6E2_aP14_2_a_2i_b_3i_i:Cl-H-K-O-Se,14,8,1
icsd-149681,A3B4_cF56_227_ad_e:Co-O,56,3,1
icsd-176438,AB3C9_hP26_173_b_c_3c:Cr-I-O,26,5,1
icsd-70352,AB2C6D_tP10_123_c_g_abi_d:Ba-Mn-O-Pr,10,6,1
icsd-47021,A12B2C3_mC68_15_6f_f_ef:O-Pr-W,68,9,1
icsd-53598,A7B24C6D4_hR246_167_bf_4f_f_ae:Na-O-P-V,246,9,1
icsd_124804,AB3C_oP20_62_a_cd_c:Cr-O-Y,20,4,1
icsd_59117,A2B3C_oC24_40_c_bc_b:Ge-Mo-P,24,4,1
icsd-149005,ABC3_cP5_221_b_a_c:C-Ga-Mn,5,3,1
icsd_84743,A2B2C10D3_tI34_139_e_e_c2eg_ae:La-Na-O-Ti,34,8,1
icsd-149455,A6BCD2E6_cF64_225_e_a_b_c_e:C-Cu-Fe-K-N,64,5,1
icsd_127455,A5B4_cF72_227_ae_e:Fe-O,72,3,1
icsd-145026,A30B3C6D_hP80_165_5g_bd_g_a:F-Na-Np-Ti,80,9,1
icsd-137749,A3B2C16D4_mP100_14_3e_2e_16e_4e:Cd-Cs-O-S,100,25,1
icsd-148244,A4BC19D32_tI224_141_h_a_bcfgi_2h3i:Ba-Cl-In-S,224,12,1
icsd-138146,A4BCD8_mC56_9_4a_a_a_8a:Bi-Br-Nb-O,56,14,1
icsd-145163,AB3C3D8_hP45_174_ace_3j_3k_5j3k:Ag-Ga-Mg-S,45,17,1
icsd-145499,AB6C_mC32_15_e_3f_e:Ca-O-S,32,5,1
icsd_123553,AB4CD6_mP48_14_e_4e_e_6e:Cl-In-Rb-S,48,12,1
icsd-148751,A7B2C2_cF88_227_af_c_d:O-Sm-Ti,88,4,1
icsd_60041,A3BCD3_hP16_176_h_c_b_h:Ca-Cr-H-N,16,4,1
icsd_127140,A_hP24_152_4c:C,24,4,1
icsd-139242,AB12C3D_hP34_176_b_2hi_h_c:Ag-O-Re-Sr,34,6,1
icsd-145860,ABCD_tP8_129_a_b_c_c:Fe-N-P-Th,8,4,1
icsd-149140,A3B6C6D4_cI38_217_b_d_e_c:Co-F-O-Sb,38,4,1
icsd_128935,A2BC8DE2_mP56_14_2e_e_8e_e_2e:H-N-O-P-Pb,56,14,1
icsd-147277,AB2C4DE_oP36_19_a_2a_4a_a_a:Cl-Li-O-Rb-S,36,9,1
icsd_136881,A6B12C_hR57_148_f_2f_a:Lu-O-Re,57,4,1
icsd_127639,A2BC6D_cF40_225_c_a_e_b:Ba-Mg-O-W,40,4,1
icsd_115748,A3B4C_tP16_114_ad_e_b:Na-S-Sb,16,4,1
icsd-64203,AB_cF8_225_a_b:Mn-N,8,2,1
icsd_59005,A2B2C9D3_oP64_62_d_d_c4d_cd:Cu-Li-O-Te,64,9,1
icsd-70610,AB3C_oC10_38_a_ae_b:Ba-O-Ti,10,4,1
icsd_128173,A3B2_tP10_113_ae_e:Cu-Se,10,3,1
icsd-146173,A4B3C12D2_hP42_165_cd_ad_2g_d:B-Ba-O-Sc,42,7,1
